Optimization type,Temperature_[K],kij,MARD_percentage
distance,123.4133,0.0023770310780692984,0.3379335872462376
distance,137.114,0.0014119275527014303,0.7247959321774986
chemical potential,123.4133,-0.003621195514297525,0.40709564163406786
chemical potential,137.114,-0.01603424453487334,0.4153077231416986
pressure,123.4133,0.001511026833678632,0.6821584051103039
pressure,137.114,nan,nan
